cand,post,precision,recall,F1
0.0,0.3,1.0,0.9536082474226805,0.9762532981530343
0.0,0.3,0.6470588235294118,0.9263157894736842,0.7619047619047619
0.0,0.3,0.9218106995884774,0.8995983935742972,0.9105691056910569
0.0,0.3,0.941747572815534,0.9948717948717949,0.9675810473815462
0.0,0.3,0.9407114624505929,0.937007874015748,0.9388560157790927
0.0,0.3,0.6697247706422018,0.906832298136646,0.7704485488126649
0.0,0.3,0.6862745098039216,0.9722222222222222,0.8045977011494253
0.0,0.3,0.9626168224299065,0.9307228915662651,0.9464012251148545
0.0,0.3,0.967741935483871,0.9036144578313253,0.9345794392523364
0.0,0.3,0.6708860759493671,0.9814814814814815,0.7969924812030075
0.0,0.4,0.37383177570093457,0.9467455621301775,0.5360134003350083
0.0,0.4,0.8068181818181818,0.9260869565217391,0.8623481781376519
0.0,0.4,0.4637223974763407,0.9735099337748344,0.6282051282051282
0.0,0.4,0.4763231197771588,0.9771428571428571,0.6404494382022472
0.0,0.4,0.920863309352518,0.9142857142857143,0.9175627240143369
0.0,0.4,0.7031802120141343,0.9754901960784313,0.8172484599589322
0.0,0.4,0.9302949061662198,0.9378378378378378,0.9340511440107672
0.0,0.4,0.3194029850746269,0.9145299145299145,0.47345132743362833
0.0,0.4,0.6233766233766234,0.975609756097561,0.7606973058637084
0.0,0.4,0.9539877300613497,0.9779874213836478,0.9658385093167702
0.0,0.5,0.4634146341463415,0.9293478260869565,0.6184448462929476
0.0,0.5,0.6042654028436019,0.9807692307692307,0.7478005865102639
0.0,0.5,0.865979381443299,0.9385474860335196,0.900804289544236
0.0,0.5,0.5570032573289903,0.9661016949152542,0.7066115702479339
0.0,0.5,0.2088607594936709,0.9705882352941176,0.34375
0.0,0.5,0.8589211618257261,0.9495412844036697,0.9019607843137255
0.0,0.5,0.4383116883116883,0.9642857142857143,0.6026785714285714
0.0,0.5,0.2838427947598253,0.9774436090225563,0.43993231810490696
0.0,0.5,0.2571428571428571,1.0,0.4090909090909091
0.0,0.5,0.8992248062015504,0.9133858267716536,0.90625
0.0,0.6,0.8858695652173914,0.9532163742690059,0.9183098591549296
0.0,0.6,0.9017094017094017,0.9377777777777778,0.9193899782135077
0.0,0.6,0.7828571428571428,0.9856115107913669,0.8726114649681529
0.0,0.6,0.33534743202416917,0.9823008849557522,0.5
0.0,0.6,0.17362045760430686,0.9847328244274809,0.2951945080091533
0.0,0.6,0.17248062015503876,0.9888888888888889,0.29372937293729373
0.0,0.6,0.40716612377850164,0.9765625,0.5747126436781609
0.0,0.6,0.3286384976525822,0.89171974522293,0.48027444253859347
0.0,0.6,0.8915094339622641,0.984375,0.9356435643564357
0.0,0.6,0.8930232558139535,0.9896907216494846,0.9388753056234719
0.0,0.7,0.8306878306878307,0.9936708860759493,0.9048991354466859
0.0,0.7,0.6144278606965174,0.9840637450199203,0.7565084226646248
0.0,0.7,0.8773006134969326,0.934640522875817,0.9050632911392406
0.0,0.7,0.9012345679012346,0.9182389937106918,0.9096573208722741
0.0,0.7,0.8384879725085911,0.9878542510121457,0.9070631970260223
0.0,0.7,0.37606837606837606,0.9777777777777777,0.5432098765432098
0.0,0.7,0.33415233415233414,0.9927007299270073,0.5
0.0,0.7,0.8287037037037037,0.9572192513368984,0.8883374689826302
0.0,0.7,0.9139784946236559,0.9883720930232558,0.9497206703910615
0.0,0.7,0.9785714285714285,0.9856115107913669,0.982078853046595
0.0,0.9,0.8493150684931506,0.96875,0.9051094890510949
0.0,0.9,0.8813559322033898,0.9629629629629629,0.9203539823008849
0.0,0.9,0.5424528301886793,0.9913793103448276,0.7012195121951219
0.0,0.9,0.3875,0.96875,0.5535714285714286
0.0,0.9,0.8936170212765957,0.9473684210526315,0.9197080291970803
0.0,0.9,0.29508196721311475,0.9908256880733946,0.45473684210526316
0.0,0.9,0.30183727034120733,1.0,0.4637096774193548
0.0,0.9,0.3023758099352052,0.958904109589041,0.45977011494252873
0.0,0.9,0.5742296918767507,0.9903381642512077,0.7269503546099291
0.0,0.9,0.8430232558139535,0.9602649006622517,0.8978328173374613
1e-09,0.3,0.07266811279826464,1.0,0.13549039433771487
1e-09,0.3,0.40773809523809523,0.9927536231884058,0.5780590717299579
1e-09,0.3,0.9254385964912281,0.9768518518518519,0.9504504504504504
1e-09,0.3,0.30787589498806683,0.9772727272727273,0.46823956442831216
1e-09,0.3,0.23126338329764454,0.9310344827586207,0.3704974271012007
1e-09,0.3,0.9197530864197531,0.9802631578947368,0.9490445859872612
1e-09,0.3,0.9263803680981595,0.9805194805194806,0.9526813880126183
1e-09,0.3,0.21252059308072488,0.9555555555555556,0.3477088948787062
1e-09,0.3,0.1520572450805009,1.0,0.2639751552795031
1e-09,0.3,0.5307692307692308,0.9928057553956835,0.6917293233082706
1e-09,0.4,0.9420289855072463,0.9737827715355806,0.9576427255985267
1e-09,0.4,0.9022988505747126,1.0,0.9486404833836858
1e-09,0.4,0.8263157894736842,0.98125,0.8971428571428571
1e-09,0.4,0.1870967741935484,0.9830508474576272,0.3143631436314363
1e-09,0.4,0.3546099290780142,0.8771929824561403,0.5050505050505051
1e-09,0.4,0.17708333333333334,0.9714285714285714,0.29955947136563876
1e-09,0.4,0.14666666666666667,1.0,0.2558139534883721
1e-09,0.4,0.34317343173431736,0.9893617021276596,0.5095890410958904
1e-09,0.4,0.27371273712737126,0.9711538461538461,0.427061310782241
1e-09,0.4,0.8935361216730038,0.9873949579831933,0.93812375249501
1e-09,0.5,0.2254697286012526,0.9818181818181818,0.366723259762309
