cand,post,precision,recall,F1
0.6,0.0,1.0,0.8271604938271605,0.9054054054054054
0.6,0.0,1.0,0.7565217391304347,0.8613861386138614
0.6,0.0,1.0,0.7578125,0.8622222222222222
0.6,0.0,1.0,0.7172413793103448,0.8353413654618473
0.6,0.0,0.9454545454545454,0.7222222222222222,0.8188976377952756
0.6,0.0,1.0,0.7052631578947368,0.8271604938271605
0.6,0.0,1.0,0.7286821705426356,0.8430493273542601
0.6,0.0,1.0,0.635036496350365,0.7767857142857143
0.6,0.0,1.0,0.6779661016949152,0.8080808080808081
0.6,0.0,1.0,0.7123287671232876,0.832
0.6,0.0,1.0,0.6793893129770993,0.8090909090909091
0.6,0.0,1.0,0.6415094339622641,0.7816091954022989
0.6,0.0,1.0,0.5978260869565217,0.7482993197278912
0.6,0.0,1.0,0.6990291262135923,0.8228571428571428
0.6,0.0,1.0,0.6122448979591837,0.759493670886076
0.6,0.0,1.0,0.5643564356435643,0.7215189873417721
0.6,0.0,1.0,0.5733333333333334,0.7288135593220338
0.6,0.0,1.0,0.5905511811023622,0.7425742574257426
0.6,0.0,1.0,0.5961538461538461,0.7469879518072289
0.6,0.0,1.0,0.5508474576271186,0.7103825136612022
0.6,0.0,1.0,0.6473429951690821,0.7859237536656891
0.6,0.0,1.0,0.5698924731182796,0.726027397260274
0.6,0.0,0.8607594936708861,0.6017699115044248,0.7083333333333334
0.6,0.0,1.0,0.6277372262773723,0.7713004484304933
0.6,0.0,1.0,0.5941176470588235,0.7453874538745388
0.6,0.0,1.0,0.6593406593406593,0.7947019867549668
0.6,0.0,1.0,0.6470588235294118,0.7857142857142857
0.6,0.0,1.0,0.6699029126213593,0.8023255813953488
0.6,0.0,1.0,0.6233766233766234,0.768
0.6,0.0,1.0,0.5132743362831859,0.6783625730994152
0.6,0.0,1.0,0.5211267605633803,0.6851851851851852
0.6,0.0,1.0,0.624,0.7684729064039408
0.6,0.0,1.0,0.5471698113207547,0.7073170731707317
0.6,0.0,1.0,0.5979381443298969,0.7483870967741936
0.6,0.0,0.788235294117647,0.6767676767676768,0.7282608695652174
0.6,0.0,1.0,0.5865384615384616,0.7393939393939394
0.6,0.0,1.0,0.6483516483516484,0.7866666666666666
0.6,0.0,1.0,0.5306122448979592,0.6933333333333334
0.6,0.0,0.7894736842105263,0.5514705882352942,0.6493506493506493
0.6,0.0,1.0,0.5032679738562091,0.6695652173913044
0.6,0.0,1.0,0.6173913043478261,0.7634408602150538
0.6,0.0,1.0,0.6126760563380281,0.759825327510917
0.6,0.0,1.0,0.625,0.7692307692307693
0.6,0.0,0.7701149425287356,0.5537190082644629,0.6442307692307693
0.6,0.0,1.0,0.5433070866141733,0.7040816326530612
0.6,0.0,1.0,0.5688073394495413,0.7251461988304093
0.6,0.0,1.0,0.6357615894039735,0.7773279352226721
0.6,0.0,1.0,0.512987012987013,0.6781115879828327
0.6,0.0,1.0,0.5174825174825175,0.6820276497695853
0.6,0.0,1.0,0.5574712643678161,0.7158671586715867
0.6,0.0,0.5921052631578947,0.5921052631578947,0.5921052631578947
0.6,0.0,1.0,0.6265060240963856,0.7703703703703704
0.6,0.0,0.5217391304347826,0.5142857142857142,0.5179856115107914
0.6,0.0,1.0,0.6453900709219859,0.7844827586206896
0.6,0.0,1.0,0.5714285714285714,0.7272727272727273
0.6,0.0,1.0,0.5273972602739726,0.6905829596412556
0.6,0.0,0.5294117647058824,0.5538461538461539,0.5413533834586466
0.6,0.0,1.0,0.5631067961165048,0.7204968944099379
0.6,0.0,1.0,0.6333333333333333,0.7755102040816326
0.6,0.0,1.0,0.5168539325842697,0.6814814814814815
0.6,0.0,1.0,0.6507936507936508,0.7884615384615384
